code,description
195189003,Cerebral infarction due to thrombosis of cerebral arteries
195190007,Cerebral infarction due to embolism of cerebral arteries
195200006,Carotid artery syndrome hemispheric
195201005,Multiple and bilateral precerebral artery syndromes
195209007,Middle cerebral artery syndrome
195210002,Anterior cerebral artery syndrome
195211003,Posterior cerebral artery syndrome
195212005,Brainstem stroke syndrome
195213000,Cerebellar stroke syndrome
195216008,Left sided cerebral hemisphere cerebrovascular accident
195217004,Right sided CVA
195230003,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic (disorder)"
195772021000119105,Cerebrovascular accident due to thrombosis of left anterior cerebral artery (disorder)
20059004,Occlusion of cerebral artery (disorder)
20908003,Subcortical cerebral hemorrhage (disorder)
230690007,CVA - Cerebrovascular accident
230691006,CVA - cerebrovascular accident due to cerebral artery occlusion
230692004,Infarction - precerebral
230693009,Anterior cerebral circulation infarction (disorder)
230694003,Total anterior cerebral circulation infarction (disorder)
230695002,Partial anterior cerebral circulation infarction (disorder)
230696001,Posterior cerebral circulation infarction (disorder)
230698000,Lacunar infarction
230699008,Pure motor lacunar syndrome
230700009,Pure sensory lacunar infarction
230701008,Pure sensorimotor lacunar infarction (disorder)
230702001,Lacunar ataxic hemiparesis (disorder)
230703006,Dysarthria-clumsy hand syndrome (disorder)
230704000,Multi-infarct state (disorder)
230706003,Hemorrhagic cerebral infarction (disorder)
230707007,Anterior cerebral circulation hemorrhagic infarction (disorder)
230708002,Posterior cerebral circulation hemorrhagic infarction (disorder)
230709005,Massive supratentorial cerebral hemorrhage (disorder)
230710000,Lobar cerebral hemorrhage
230711001,Thalamic hemorrhage (disorder)
230712008,Lacunar hemorrhage (disorder)
230713003,Stroke of uncertain pathology (disorder)
230714009,Anterior circulation stroke of uncertain pathology (disorder)
230715005,Posterior circulation stroke of uncertain pathology (disorder)
239965291000119107,Cerebrovascular accident due to occlusion of basilar artery (disorder)
24654003,Weber-Gubler syndrome (disorder)
25133001,Completed stroke (disorder)
251770561000119107,Cerebrovascular accident due to embolism of left anterior cerebral artery (disorder)
272202251000119109,Acute cerebrovascular accident due to occlusion of right middle cerebral artery (disorder)
274100004,Cerebral hemorrhage
275434003,Stroke in the puerperium
276219001,Occipital cerebral infarction (disorder)
276220007,Foville syndrome (disorder)
276221006,Millard-Gubler syndrome (disorder)
276222004,Top of basilar syndrome (disorder)
276722003,Intracerebellar and posterior fossa hemorrhage (disorder)
281240008,Extension of cerebrovascular accident (disorder)
291511000119103,Spontaneous hemorrhage of deep cerebral hemisphere (disorder)
291521000119105,Spontaneous hemorrhage of cortical intracerebral hemisphere (disorder)
291531000119108,Spontaneous hemorrhage of cerebral hemisphere (disorder)
291541000119104,Spontaneous hemorrhage of brain stem (disorder)
292851000119109,Lacunar ataxic hemiparesis of right dominant side (disorder)
292861000119106,Lacunar ataxic hemiparesis of left dominant side (disorder)
297138001,Embolus of circle of Willis (disorder)
297778421000119102,Cerebrovascular accident due to thrombosis of bilateral posterior cerebral arteries (disorder)
302902003,Infarction of optic chiasm (disorder)
302904002,Infarction of visual cortex (disorder)
307363008,Multiple lacunar infarcts (disorder)
307766002,Left sided cerebral infarction
307767006,Right sided cerebral infarction
308128006,"Right sided intracerebral hemorrhage, unspecified"
329361000119107,Cerebrovascular accident due to occlusion of right middle cerebral artery by embolus (disorder)
329371000119101,Cerebrovascular accident due to occlusion of left middle cerebral artery by embolus (disorder)
329421000119107,Cerebrovascular accident due to occlusion of right posterior cerebral artery by embolus (disorder)
329431000119105,Cerebrovascular accident due to occlusion of left posterior cerebral artery by embolus (disorder)
329451000119104,Cerebrovascular accident due to occlusion of right cerebellar artery by embolus (disorder)
329461000119102,Cerebrovascular accident due to occlusion of left cerebellar artery by embolus (disorder)
329481000119106,Occlusion of right middle cerebral artery (disorder)
329491000119109,Occlusion of left middle cerebral artery (disorder)
329501000119102,Occlusion of bilateral middle cerebral arteries (disorder)
329541000119100,Occlusion of bilateral anterior cerebral arteries (disorder)
329561000119101,Occlusion of right posterior cerebral artery (disorder)
329571000119107,Occlusion of left posterior cerebral artery (disorder)
329641000119104,Cerebrovascular accident due to thrombus of basilar artery (disorder)
329651000119102,Cerebrovascular accident due to thrombus of right carotid artery (disorder)
330411000119109,Lacunar ataxic hemiparesis of left nondominant side (disorder)
330421000119102,Lacunar ataxic hemiparesis of right nondominant side (disorder)
330791000119108,Cerebrovascular accident due to thrombus of left carotid artery (disorder)
346410121000119101,Acute cerebrovascular accident due to thrombosis of left middle cerebral artery (disorder)
346674811000119104,Cerebrovascular accident due to occlusion of bilateral cerebellar arteries (disorder)
371040005,Thrombotic stroke (disorder)
371041009,Embolic stroke (disorder)
373606000,Occlusive stroke (disorder)
384430101000119103,Cerebrovascular accident due to embolism of right carotid artery (disorder)
38595071000119104,Cerebrovascular accident due to thrombosis of right posterior cerebral artery (disorder)
40076141000119107,Acute cerebrovascular accident due to occlusion of left posterior cerebral artery (disorder)
407573811000119100,Acute cerebrovascular accident due to occlusion of right carotid artery (disorder)
413102000,Infarction of basal ganglia (disorder)
413758000,Cardioembolic stroke (disorder)
422504002,Ischemic stroke (disorder)
426107000,Acute lacunar infarction (disorder)
426983002,Infarction of medulla oblongata (disorder)
432504007,Cerebral infarction (disorder)
444172003,Recurrent transient cerebral ischemic attack (disorder)
444657001,Superior cerebellar artery syndrome (disorder)
46583221000119102,Acute cerebrovascular accident due to stenosis of left carotid artery (disorder)
488408691000119104,Cerebrovascular accident due to thrombosis of bilateral cerebellar arteries (disorder)
49422009,Cortical hemorrhage
496369931000119104,Cerebrovascular accident due to thrombosis of right cerebellar artery (disorder)
502836591000119106,Acute cerebrovascular accident due to occlusion of left carotid artery (disorder)
511452481000119102,Cerebrovascular accident due to thrombosis of right vertebral artery (disorder)
517253051000119105,Cerebrovascular accident due to embolism of left vertebral artery (disorder)
52201006,Internal capsule hemorrhage
5571000124103,Cerebrovascular accident with intracranial hemorrhage (disorder)
563789641000119101,Cerebrovascular accident due to thrombosis of bilateral carotid arteries (disorder)
578968971000119100,Cerebrovascular accident due to thrombosis of bilateral vertebral arteries (disorder)
57981008,Progressing stroke (disorder)
58173271000119101,Cerebrovascular accident due to embolism of bilateral cerebellar arteries (disorder)
595899961000119100,Cerebrovascular accident of basal ganglia (disorder)
63230211000119103,Acute cerebrovascular accident due to occlusion of left middle cerebral artery (disorder)
652287331000119104,Cerebrovascular accident of brainstem (disorder)
655081461000119101,Cerebrovascular accident due to occlusion of right anterior cerebral artery (disorder)
693158221000119105,Acute cerebrovascular accident due to stenosis of right carotid artery (disorder)
71444005,Cerebral thrombosis
720261501000119107,Cerebrovascular accident due to occlusion of bilateral anterior cerebral arteries (disorder)
724424009,Cerebral ischemic stroke due to small artery occlusion (disorder)
724429004,Stroke co-occurrent with migraine (disorder)
732330391000119107,Cerebrovascular accident due to embolism of bilateral vertebral arteries (disorder)
732923001,Hemorrhage of medulla oblongata (disorder)
734383005,Thrombosis of left middle cerebral artery (disorder)
734384004,Thrombosis of right middle cerebral artery (disorder)
734961002,Embolus of left posterior cerebral artery (disorder)
734963004,Embolus of right posterior cerebral artery (disorder)
734964005,Embolus of left middle cerebral artery (disorder)
734965006,Embolus of right middle cerebral artery (disorder)
738211801000119107,Acute cerebrovascular accident due to thrombosis of right middle cerebral artery (disorder)
738478141000119101,Acute cerebrovascular accident due to occlusion of right cerebellar artery (disorder)
75038005,Cerebellar hemorrhage
75543006,Cerebral embolism
759950981000119101,Cerebrovascular accident due to thrombosis of left vertebral artery (disorder)
762005171000119101,Acute cerebrovascular accident due to ischemia (disorder)
762629007,Occlusion of right middle cerebral artery by embolus (disorder)
762630002,Occlusion of left middle cerebral artery by embolus (disorder)
762651004,Occlusion of right posterior cerebral artery by embolus (disorder)
762652006,Occlusion of left posterior cerebral artery by embolus (disorder)
769023031000119104,Cerebrovascular accident of thalamus (disorder)
7713009,Intrapontine hemorrhage
78569004,Posterior inferior cerebellar artery syndrome
788310011000119109,Acute cerebrovascular accident due to occlusion of left cerebellar artery (disorder)
788455001,Occlusion of bilateral pontine arteries (disorder)
788880006,Cerebral ischemic stroke due to dissection of artery (disorder)
788881005,Cerebral ischemic stroke due to aortic arch embolism (disorder)
788882003,Cerebral ischemic stroke due to global hypoperfusion with watershed infarct (disorder)
788883008,Cerebral ischemic stroke due to hypercoagulable state (disorder)
788884002,Cerebral ischemic stroke due to subarachnoid hemorrhage (disorder)
806161651000119106,Cerebrovascular accident due to embolism of right vertebral artery (disorder)
828066161000119106,Cerebrovascular accident due to thrombosis of right anterior cerebral artery (disorder)
849488701000119104,Cerebrovascular accident due to embolism of right anterior cerebral artery (disorder)
849579281000119106,Cerebrovascular accident due to occlusion of right posterior communicating artery (disorder)
851365731000119106,Cerebrovascular accident due to thrombosis of left posterior cerebral artery (disorder)
859422751000119101,Cerebrovascular accident due to embolism of left carotid artery (disorder)
86553761000119103,Cerebrovascular accident due to occlusion of bilateral posterior cerebral arteries (disorder)
870544005,Occlusion of distal basilar artery (disorder)
870579007,Occlusion of branch of basilar artery (disorder)
87555007,Claude's syndrome (disorder)
881694631000119107,Cerebrovascular accident of medulla oblongata (disorder)
898941951000119108,Cerebrovascular accident due to occlusion of bilateral vertebral arteries (disorder)
90099008,Subcortical leukoencephalopathy (disorder)
915141931000119109,Cerebrovascular accident due to embolism of basilar artery (disorder)
931164671000119105,Acute cerebrovascular accident due to embolism of right middle cerebral artery (disorder)
936648941000119105,Acute cerebrovascular accident due to embolism of left middle cerebral artery (disorder)
939885431000119109,Cerebrovascular accident due to embolism of bilateral middle cerebral arteries (disorder)
95454007,Brain stem hemorrhage (disorder)
95457000,Brain stem infarction
95460007,Cerebellar infarction
957319791000119104,Cerebrovascular accident due to thrombosis of left cerebellar artery (disorder)
99451000119105,Cerebral infarction due to stenosis of carotid artery (disorder)
